"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Planktothrix agardhii",2625,131880,50.24,2019-08-13,8,2019,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix agardhii ",37500,1884000,50.24,2016-08-15,8,2016,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix agardhii ",43055.5555555556,912562.5,21.195,2016-09-15,9,2016,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",2800,NA,13.7,2014-08-14,8,2014,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",2250,113040,50.24,2020-08-11,8,2020,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",981,NA,12.3,2015-05-15,5,2015,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",1130,NA,14.9,2014-10-15,10,2014,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",770,NA,13.7,2014-09-15,9,2014,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",11623.8016,NA,17.7,2014-05-20,5,2014,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",432,NA,16.6,2016-05-15,5,2016,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Planktothrix sp.",219,NA,17.2,2011-06-26,6,2011,"Planktothrix","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Pseudanabaena",2000,17662.5,8.83125,2018-08-14,8,2018,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",7621.2864,NA,8.8,2012-10-24,10,2012,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",8165.664,NA,5.7,2011-06-26,6,2011,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",1178.088,NA,7.2,2014-09-15,9,2014,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",471.2352,NA,3.3,2015-05-15,5,2015,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",2721.888,NA,7.2,2013-08-13,8,2013,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",3141.568,NA,7.2,2014-06-16,6,2014,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",400549.92,NA,7.2,2013-06-13,6,2013,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",1570.784,NA,3.3,2015-06-15,6,2015,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",1178.088,NA,7.2,2013-09-23,9,2013,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",23561.76,NA,4.1,2012-08-03,8,2012,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",390,NA,3.3,2015-07-15,7,2015,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",16331.328,NA,3.4,2012-08-28,8,2012,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena mucicola",235.6176,NA,7.2,2013-05-05,5,2013,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",4309.656,NA,6.9,2012-08-28,8,2012,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",156,NA,4.4,2016-06-15,6,2016,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",1963.48,NA,7.9,2015-08-16,8,2015,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",628.3136,NA,4.9,2015-05-15,5,2015,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",1666.66666666667,3925,2.355,2016-09-15,9,2016,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanabaena sp.",4084.0384,NA,15.5,2014-05-20,5,2014,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanbaena mucicola",120783.78,NA,NA,2009-08-23,8,2009,"Pseudanabaena","Pseudanabaenales","Cyanophyceae",1,"diaz"
"Pseudanbaena sp.",160,NA,NA,2009-08-23,8,2009,"Pseudanbaena","Oscillatoriales","Cyanophyceae",NA,"NoClass"
"Pseudodidymocystis fina",314.1568,NA,17.7,2014-05-20,5,2014,"Didymocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Pseudodidymocystis planctonica",20,NA,74.1,2015-07-15,7,2015,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis planctonica",100,18840,188.4,2017-06-13,6,2017,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis planctonica",200,5233.33333333333,26.1666666666667,2020-06-16,6,2020,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis sp.",628.3136,NA,17.3,2016-05-15,5,2016,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis sp.",785.392,NA,30.8,2015-07-15,7,2015,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis sp.",392.696,NA,30.8,2015-06-15,6,2015,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudodidymocystis sp.",314.1568,NA,30.8,2015-05-15,5,2015,"Pseudodidymocystis","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",2356.176,NA,95.5,2015-07-15,7,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",120,NA,95.5,2015-10-14,10,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",2552.524,823913.71152,95.5,2015-06-15,6,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",720,NA,95.5,2014-08-14,8,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",56,NA,95.5,2014-06-16,6,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",3534.264,934828.23408,95.5,2014-09-15,9,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",1178.088,877590.99136,95.5,2015-05-15,5,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",160,NA,95.5,2014-07-14,7,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",180,NA,95.5,2015-08-16,8,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",3141.568,760634.700746667,95.5,2016-06-15,6,2016,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",280,NA,95.5,2015-09-15,9,2015,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",3926.96,NA,95.5,2014-10-15,10,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",549.7744,NA,95.5,2014-05-20,5,2014,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudopediastrum boryanum",192,NA,95.5,2016-05-15,5,2016,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",1,NA,2356.2,2014-05-20,5,2014,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",4,7330.4,1832.6,2016-06-15,6,2016,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",10,23562,2356.2,2013-09-23,9,2013,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",10,43242,2356.2,2014-10-15,10,2014,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",10,8836,883.6,2015-08-16,8,2015,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",5,NA,2356.2,2013-08-13,8,2013,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastrum sp.",2,4712.4,2356.2,2014-06-16,6,2014,"Pseudostaurastrum","Eustigmatales","Eustigmatophyceae",NA,"NoClass"
"Pseudostaurastum sp.",1,NA,1178.1,2015-05-15,5,2015,NA,"unid","unid",NA,"NoClass"
"Quadricoccus ellipticus",3141.568,NA,16.4,2015-07-15,7,2015,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",1570.784,NA,28.4,2013-09-23,9,2013,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",2177.5104,549060.55904,52.3,2012-10-24,10,2012,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",1570.784,NA,32,2014-08-14,8,2014,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",453.648,NA,24.6,2013-08-13,8,2013,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",40,NA,28.7,2015-10-14,10,2015,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadricoccus ellipticus",14137.056,NA,17.2,2014-10-15,10,2014,"Quadricoccus","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Quadrigula closterioides",81.1428571428571,1358.87238095238,16.7466666666667,2017-07-11,7,2017,"Quadrigula","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Quadrigula closterioides",300,9891,32.97,2016-10-16,10,2016,"Quadrigula","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Rhodomonas lens",50,20665.125,413.3025,2016-10-16,10,2016,"Rhodomonas","Pyrenomonadales","Cryptophyceae",NA,"NoClass"
"Rhodomonas minuta",125,15307.5,122.46,2016-10-16,10,2016,"Rhodomonas","Pyrenomonadales","Cryptophyceae",NA,"NoClass"
"Romeria",85.2,1070.112,12.56,2019-07-16,7,2019,"Romeria","Pseudanabaenales","Cyanophyceae",NA,"NoClass"
"Scenedesmus arcuatus",400,3349.33333333333,8.37333333333333,2018-08-14,8,2018,"Comasiella","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus arcuatus",200,4474.5,22.3725,2016-10-16,10,2016,"Comasiella","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus arcuatus",366.451612903226,16876.3182795699,46.0533333333333,2018-09-11,9,2018,"Comasiella","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus arcuatus",2222.22222222222,20933.3333333333,9.42,2016-09-15,9,2016,"Comasiella","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus arcuatus",150,7536,50.24,2020-08-11,8,2020,"Comasiella","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus bijuga",183.225806451613,1342.43440860215,7.32666666666667,2018-09-11,9,2018,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus cf. ovalternus",4,NA,163.6,2014-05-20,5,2014,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus disciformis",453.648,NA,147.2,2011-06-26,6,2011,"Verrucodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",405.714285714286,9076.84285714286,22.3725,2017-07-11,7,2017,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",100,18840,188.4,2016-07-15,7,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",1700,41703.125,24.53125,2016-10-16,10,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",300,510.25,1.70083333333333,2017-06-13,6,2017,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",219.761904761905,1610.12222222222,7.32666666666667,2018-05-15,5,2018,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",1111.11111111111,13955.5555555556,12.56,2016-09-15,9,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",200,37680,188.4,2016-08-15,8,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus ellipticus",700,5128.66666666667,7.32666666666667,2017-05-15,5,2017,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus obtusus ",2222.22222222222,39250,17.6625,2016-09-15,9,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus obtusus ",400,29632.2962962963,74.0807407407408,2016-07-15,7,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",157.0784,NA,44,2012-06-13,6,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",975,21770.6666666667,22.3288888888889,2016-10-16,10,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",3333.33333333333,125600,37.68,2016-09-15,9,2016,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",10,NA,311.7,2011-06-26,6,2011,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",4,NA,115.5,2013-05-05,5,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus quadricauda",785.392,NA,44,2012-08-03,8,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",3629.184,NA,30.8,2012-08-28,8,2012,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",3298.6464,NA,19.9,2013-05-05,5,2013,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",850.59,NA,10.4,2011-06-26,6,2011,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",1570.784,NA,9,2013-06-13,6,2013,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",17011.8,NA,NA,2009-08-23,8,2009,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",1256.6272,NA,17.8,2012-06-13,6,2012,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",4712.352,NA,17.8,2012-08-03,8,2012,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",3534.264,NA,20.9,2013-09-23,9,2013,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",16331.328,NA,14.7,2013-08-13,8,2013,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sempervirens",1633.1328,NA,18,2012-10-24,10,2012,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",907.296,NA,43.8,2013-08-13,8,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",544.3776,NA,163.6,2012-10-24,10,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",3141.568,NA,14.9,2013-09-23,9,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",12,NA,75.6,2013-05-05,5,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",3629.184,NA,25.5,2012-08-28,8,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",1570.784,NA,27.9,2013-06-13,6,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",628.3136,NA,53.8,2013-05-05,5,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",725.8368,NA,30.8,2012-10-24,10,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",20,NA,311.5,2013-09-23,9,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",628.3136,NA,55.2,2012-06-13,6,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus sp.",181.4592,NA,22.2,2012-10-24,10,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",157.0784,NA,121.9,2012-06-13,6,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",725.8368,NA,24.5,2012-10-24,10,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",785.392,NA,32,2013-09-23,9,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",5443.776,NA,20.2,2013-08-13,8,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",181.4592,NA,22.2,2012-10-24,10,2012,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",157.0784,NA,33,2013-05-05,5,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus spp.",785.392,NA,22.3,2013-06-13,6,2013,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Scenedesmus verrucosus",3141.568,NA,16.4,2014-08-14,8,2014,"Verrucodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",78.5392,NA,36.7,2016-06-15,6,2016,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",20,NA,195,2013-09-23,9,2013,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",10,NA,165.9,2015-08-16,8,2015,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",628.3136,NA,58.9,2012-06-13,6,2012,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",314.1568,NA,36.7,2014-05-20,5,2014,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",20,NA,53.1,2015-07-15,7,2015,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",628.3136,NA,53.1,2015-05-15,5,2015,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",5,NA,58.9,2012-08-03,8,2012,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera",314.1568,NA,36.7,2016-05-15,5,2016,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",20,4102.93333333333,205.146666666667,2017-10-17,10,2017,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",200,2093.33333333333,10.4666666666667,2017-06-13,6,2017,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",50,5416.5,108.33,2018-08-14,8,2018,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",150,203472,1356.48,2016-08-15,8,2016,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",142,40129.2,282.6,2019-07-16,7,2019,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Schroederia setigera ",277.777777777778,2325.92592592593,8.37333333333333,2016-09-15,9,2016,"Schroederia","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Selenastrum bibraianum",28.4,2006.46,70.65,2019-07-16,7,2019,"Selenastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Selenastrum capricornutum ",40.5714285714286,636.971428571429,15.7,2017-07-11,7,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Sellaphora sp.",16.9047619047619,4458.8,263.76,2018-05-15,5,2018,"Sellaphora","Naviculales","Bacillariophyceae",NA,"NoClass"
"Sellaphora sp.",25,50240,2009.6,2019-09-17,9,2019,"Sellaphora","Naviculales","Bacillariophyceae",NA,"NoClass"
"Snowella lacustris",15500,143728.59375,9.2728125,2018-08-14,8,2018,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella lacustris",800,NA,5.2,2014-09-15,9,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella lacustris",900,NA,9.8,2015-07-15,7,2015,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella lacustris",224,NA,9.8,2015-05-15,5,2015,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella lacustris",1360,NA,12.3,2014-07-14,7,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella lacustris",120,NA,9.8,2015-10-14,10,2015,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",620,NA,8.2,2013-09-23,9,2013,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",570,NA,11.5,2013-08-13,8,2013,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",192,NA,8.2,2015-05-15,5,2015,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",680,NA,8.2,2014-06-16,6,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",1600,35900.6666666667,22.4379166666667,2020-07-14,7,2020,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",120,NA,12.8,2014-07-14,7,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",8639.312,NA,8.2,2014-08-14,8,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",8500,190722.291666667,22.4379166666667,2019-09-17,9,2019,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",840,NA,9.2,2014-10-15,10,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella litoralis",1280,NA,8.2,2014-09-15,9,2014,"Snowella","Synechococcales","Cyanophyceae",0,"nondiaz"
"Snowella sp.",13750,57566.6666666667,4.18666666666667,2016-10-16,10,2016,"Snowella","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Sorastrum americanum ",1400,8792,6.28,2016-07-15,7,2016,"Sorastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",113.6,7431.33333333333,65.4166666666667,2018-10-16,10,2018,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",8657.41935483871,6890652.89274194,795.924583333333,2018-09-11,9,2018,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",100,6541.66666666667,65.4166666666667,2019-09-17,9,2019,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",400,152604,381.51,2018-06-12,6,2018,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",189.333333333333,21402.24,113.04,2018-07-17,7,2018,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri",42.6,4815.504,113.04,2019-07-16,7,2019,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri ",1200,5024,4.18666666666667,2017-06-13,6,2017,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Sphaerocystis schroeteri ",81.1428571428571,9172.38857142857,113.04,2017-07-11,7,2017,"Sphaerocystis","Tetrasporales","Chlorophyceae",NA,"NoClass"
"Spirulina sp.",600,NA,0.9,2015-07-15,7,2015,"Spirulina","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Spirulina sp.",12566.272,NA,5,2012-06-13,6,2012,"Spirulina","Cyanobacteriales","Cyanophyceae",0,"nondiaz"
"Staurastrum",3.10043668122271,9345.95633187773,3014.4,2019-06-11,6,2019,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",50,460533.333333333,9210.66666666667,2020-08-11,8,2020,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",18.902,NA,3793.5,2011-06-26,6,2011,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",100,353250,3532.5,2020-07-14,7,2020,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",6,38252.6,2474,2015-06-15,6,2015,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",50,15072,301.44,2017-06-13,6,2017,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",5,NA,NA,2009-08-23,8,2009,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",2,NA,982.9,2016-05-15,5,2016,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",50,83733.3333333333,1674.66666666667,2016-08-15,8,2016,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",25,20096,803.84,2016-10-16,10,2016,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum sp.",4,NA,982.9,2016-06-15,6,2016,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum tetracerum",6,NA,982.9,2015-06-15,6,2015,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum tetracerum",20,31778,982.9,2015-07-15,7,2015,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Staurastrum tetracerum",2,NA,982.9,2015-05-15,5,2015,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
